No,TIME,Pos_PSI@Body1,Vel_RZ@Body1,Acc_RZ@Body1,TZ_RSDA@RotationalSpring1,Pos1_Relative@RevJoint1
1,0,0,1,0,3284.1781,0
2,0.01,0.5729578,1,3.2030846e-19,3262.6338,0.5729578
3,0.02,1.1459156,1,3.2030846e-19,3241.0894,1.1459156
4,0.03,1.7188734,1,3.2741285e-18,3219.5451,1.7188734
5,0.04,2.2918312,1,3.2741285e-18,3198.0007,2.2918312
6,0.05,2.864789,1,3.2741285e-18,3176.4564,2.864789
7,0.06,3.4377468,1,3.2741285e-18,3154.912,3.4377468
8,0.07,4.0107046,1,3.2741285e-18,3133.3677,4.0107046
9,0.08,4.5836624,1,3.2741285e-18,3111.8233,4.5836624
10,0.09,5.1566202,1,3.2741285e-18,3090.279,5.1566202
11,0.1,5.729578,1,3.2741285e-18,3068.7346,5.729578
12,0.11,6.3025357,1,3.2741285e-18,3047.1903,6.3025357
13,0.12,6.8754935,1,3.2741285e-18,3025.6459,6.8754935
14,0.13,7.4484513,1,3.2741285e-18,3004.1016,7.4484513
15,0.14,8.0214091,1,3.2741285e-18,2982.5572,8.0214091
16,0.15,8.5943669,1,3.2741285e-18,2961.0129,8.5943669
17,0.16,9.1673247,1,3.2741285e-18,2939.4685,9.1673247
18,0.17,9.7402825,1,3.2741285e-18,2917.9242,9.7402825
19,0.18,10.31324,1,1.090688e-17,2896.3799,10.31324
20,0.19,10.886198,1,1.090688e-17,2874.8355,10.886198
21,0.2,11.459156,1,1.090688e-17,2853.2912,11.459156
22,0.21,12.032114,1,1.090688e-17,2831.7468,12.032114
23,0.22,12.605071,1,1.090688e-17,2810.2025,12.605071
24,0.23,13.178029,1,1.090688e-17,2788.6581,13.178029
25,0.24,13.750987,1,1.090688e-17,2767.1138,13.750987
26,0.25,14.323945,1,1.090688e-17,2745.5694,14.323945
27,0.26,14.896903,1,1.090688e-17,2724.0251,14.896903
28,0.27,15.46986,1,1.090688e-17,2702.4807,15.46986
