No,TIME,Pos_PSI@Body1,Vel_RZ@Body1,Acc_RZ@Body1,TZ_RSDA@RotationalSpring1,Pos1_Relative@RevJoint1
34,0.33,-46.570379,-4.3073863,-5.9396734,431.25216,-46.570379
35,0.34,-49.051134,-4.3557549,-5.2044679,436.09835,-49.051134
36,0.35,-51.557389,-4.3964951,-4.4508367,440.1818,-51.557389
37,0.36,-54.084736,-4.4294574,-3.6810947,443.48752,-54.084736
38,0.37,-56.628685,-4.4545182,-2.8977552,446.00318,-56.628685
39,0.38,-59.184687,-4.471582,-2.1035046,447.71917,-59.184687
40,0.39,-61.748144,-4.4805821,-1.3011729,448.62881,-61.748144
41,0.4,-64.314429,-4.4814817,-0.49370148,448.72843,-64.314429
42,0.41,-66.878905,-4.4742749,0.31589169,448.01738,-66.878905
43,0.42,-69.436937,-4.4589861,1.1245486,446.49812,-69.436937
44,0.43,-71.983916,-4.4356707,1.9292085,444.17616,-71.983916
45,0.44,-74.515271,-4.4044141,2.7268453,441.06002,-74.515271
46,0.45,-77.02649,-4.3653307,3.5145037,437.16113,-77.02649
47,0.46,-79.513132,-4.3185632,4.2893346,432.49373,-79.513132
48,0.47,-81.970848,-4.2642805,5.0486271,427.0747,-81.970848
49,0.48,-84.395391,-4.2026761,5.7898379,420.92337,-84.395391
50,0.49,-86.782631,-4.133966,6.5106168,414.06134,-86.782631
51,0.5,-89.128567,-4.0583867,7.2088286,406.51223,-89.128567
52,0.51,-91.429339,-3.9761923,7.8825697,398.30144,-91.429339
53,0.52,-93.681237,-3.8876524,8.5301807,389.45592,-93.681237
54,0.53,-95.880708,-3.7930495,9.1502542,380.0039,-95.880708
55,0.54,-98.024363,-3.6926762,9.7416382,369.97463,-98.024363
56,0.55,-100.10898,-3.5868329,10.303434,359.39813,-100.10898
57,0.56,-102.13153,-3.4758252,10.834993,348.30497,-102.13153
58,0.57,-104.08912,-3.3599616,11.335903,336.72597,-104.08912
59,0.58,-105.97906,-3.2395513,11.805983,324.69205,-105.97906
60,0.59,-107.79885,-3.1149024,12.24526,312.234,-107.79885
61,0.6,-109.54614,-2.9863193,12.653958,299.38226,-109.54614
62,0.61,-111.21875,-2.8541019,13.032476,286.16682,-111.21875
63,0.62,-112.8147,-2.7185438,13.381366,272.61701,-112.8147
64,0.63,-114.33214,-2.5799309,13.701314,258.76142,-114.33214
65,0.64,-115.76941,-2.4385407,13.993119,244.62781,-115.76941
66,0.65,-117.12499,-2.2946413,14.257667,230.24296,-117.12499
67,0.66,-118.39751,-2.1484909,14.495915,215.63271,-118.39751
68,0.67,-119.58576,-2.0003375,14.708865,200.82184,-119.58576
69,0.68,-120.68865,-1.8504186,14.897551,185.83409,-120.68865
70,0.69,-121.70523,-1.6989611,15.063015,170.69217,-121.70523
71,0.7,-122.63469,-1.5461818,15.20629,155.41773,-122.63469
72,0.71,-123.47633,-1.3922875,15.328387,140.03146,-123.47633
73,0.72,-124.22955,-1.2374752,15.430282,124.55307,-124.22955
74,0.73,-124.8939,-1.0819332,15.512896,109.00136,-124.8939
75,0.74,-125.46899,-0.92584125,15.577093,93.394331,-125.46899
76,0.75,-125.95456,-0.76937177,15.623663,77.749208,-125.95456
77,0.76,-126.35045,-0.6126903,15.653319,62.082551,-126.35045
78,0.77,-126.65658,-0.45595662,15.666685,46.410333,-126.65658
79,0.78,-126.87295,-0.29932559,15.664297,30.748044,-126.87295
80,0.79,-126.99968,-0.14294817,15.646593,15.110779,-126.99968
81,0.8,-127.03695,0.013027593,15.613916,-0.48665744,-127.03695
82,0.81,-126.98503,0.1684556,15.566505,-16.029653,-126.98503
83,0.82,-126.84427,0.32319065,15.504505,-31.503688,-126.84427
84,0.83,-126.61511,0.47708752,15.427959,-46.894236,-126.61511
85,0.84,-126.29809,0.62999995,15.336815,-62.186671,-126.29809
86,0.85,-125.89379,0.78177978,15.230927,-77.366175,-125.89379
87,0.86,-125.40293,0.93227607,15.110062,-92.417649,-125.40293
88,0.87,-124.82627,1.0813343,14.973902,-107.32564,-124.82627
89,0.88,-124.16468,1.2287956,14.822054,-122.07426,-124.16468
90,0.89,-123.41913,1.3744962,14.654057,-136.64712,-123.41913
91,0.9,-122.59068,1.5182667,14.469387,-151.02729,-122.59068
92,0.91,-121.68048,1.6599319,14.267473,-165.19723,-121.68048
93,0.92,-120.6898,1.79931,14.047703,-179.13877,-120.6898
94,0.93,-119.61999,1.9362131,13.809438,-192.8331,-119.61999
95,0.94,-118.47254,2.0704463,13.552024,-206.26073,-118.47254
96,0.95,-117.24902,2.2018082,13.274805,-219.40152,-117.24902
97,0.96,-115.95116,2.3300913,12.97714,-232.23471,-115.95116
98,0.97,-114.58076,2.4550818,12.658415,-244.73892,-114.58076
99,0.98,-113.13979,2.5765606,12.31806,-256.89222,-113.13979
100,0.99,-111.63032,2.6943038,11.955565,-268.67221,-111.63032
101,1,-110.05455,2.8080834,11.570496,-280.0561,-110.05455
