No,TIME,Pos_PSI@Body1,Vel_RZ@Body1,Acc_RZ@Body1,TZ_RSDA@RotationalSpring1,Pos1_Relative@RevJoint1
1,0,0,1,0,-92.709009,0
2,0.01,0.5729578,1,0,-92.755425,0.5729578
3,0.02,1.1459156,1,0,-92.801841,1.1459156
4,0.03,1.7188734,1,0,-92.848257,1.7188734
5,0.04,2.2918312,1,-2.9515238e-18,-92.894673,2.2918312
6,0.05,2.864789,1,-2.9515238e-18,-92.941089,2.864789
7,0.06,3.4377468,1,-2.9515238e-18,-92.987505,3.4377468
8,0.07,4.0107046,1,-2.9515238e-18,-93.033921,4.0107046
9,0.08,4.5836624,1,-2.9515238e-18,-93.080336,4.5836624
10,0.09,5.1566202,1,-2.9515238e-18,-93.126752,5.1566202
11,0.1,5.729578,1,-2.9515238e-18,-93.173168,5.729578
12,0.11,6.3025357,1,-2.9515238e-18,-93.219584,6.3025357
13,0.12,6.8754935,1,-2.9515238e-18,-93.266,6.8754935
14,0.13,7.4484513,1,-2.9515238e-18,-93.312416,7.4484513
15,0.14,8.0214091,1,-2.9515238e-18,-93.358832,8.0214091
16,0.15,8.5943669,1,-2.9515238e-18,-93.405248,8.5943669
17,0.16,9.1673247,1,-2.9515238e-18,-93.451664,9.1673247
18,0.17,9.7402825,1,-2.9515238e-18,-93.498079,9.7402825
19,0.18,10.31324,1,-2.9515238e-18,-93.544495,10.31324
20,0.19,10.886198,1,-2.9515238e-18,-93.590911,10.886198
21,0.2,11.459156,1,-4.860451e-18,-93.637327,11.459156
22,0.21,12.032114,1,-4.860451e-18,-93.683743,12.032114
23,0.22,12.605071,1,-4.860451e-18,-93.730159,12.605071
24,0.23,13.178029,1,-4.860451e-18,-93.776575,13.178029
25,0.24,13.750987,1,-4.860451e-18,-93.822991,13.750987
26,0.25,14.323945,1,-6.7694638e-18,-93.869407,14.323945
27,0.26,14.896903,1,-6.7694638e-18,-93.915822,14.896903
28,0.27,15.46986,1,-6.7694638e-18,-93.962238,15.46986
29,0.28,16.042818,1,-6.7694638e-18,-94.008654,16.042818
30,0.29,16.615776,1,-6.7694638e-18,-94.05507,16.615776
31,0.3,17.188734,1,-6.7694638e-18,-94.101486,17.188734
32,0.31,17.761692,1,-6.7694638e-18,-94.147902,17.761692
33,0.32,18.334649,1,-6.7694638e-18,-94.194318,18.334649
34,0.33,18.907607,1,-6.7694638e-18,-94.240734,18.907607
35,0.34,19.480565,1,-6.7694638e-18,-94.28715,19.480565
36,0.35,20.053523,1,-6.7694638e-18,-94.333565,20.053523
37,0.36,20.626481,1,-6.7694638e-18,-94.379981,20.626481
38,0.37,21.199438,1,-6.7694638e-18,-94.426397,21.199438
39,0.38,21.772396,1,-6.7694638e-18,-94.472813,21.772396
40,0.39,22.345354,1,-6.7694638e-18,-94.519229,22.345354
41,0.4,22.918312,1,-6.7694638e-18,-94.565645,22.918312
42,0.41,23.49127,1,-6.7694638e-18,-94.612061,23.49127
43,0.42,24.064227,1,-6.7694638e-18,-94.658477,24.064227
44,0.43,24.637185,1,-6.7694638e-18,-94.704893,24.637185
45,0.44,25.210143,1,-6.7694638e-18,-94.751308,25.210143
46,0.45,25.783101,1,-6.7694638e-18,-94.797724,25.783101
47,0.46,26.356059,1,-6.7694638e-18,-94.84414,26.356059
48,0.47,26.929016,1,-6.7694638e-18,-94.890556,26.929016
49,0.48,27.501974,1,-6.7694638e-18,-94.936972,27.501974
50,0.49,28.074932,1,-6.7694638e-18,-94.983388,28.074932
51,0.5,28.64789,1,-6.7694638e-18,-95.029804,28.64789
52,0.51,29.220848,1,-6.7694638e-18,-95.07622,29.220848
53,0.52,29.793805,1,-4.8599842e-18,-95.122636,29.793805
54,0.53,30.366763,1,-6.7694809e-18,-95.169051,30.366763
55,0.54,30.939721,1,-6.7694809e-18,-95.215467,30.939721
56,0.55,31.512679,1,-6.7694809e-18,-95.261883,31.512679
57,0.56,32.085637,1,-6.7694809e-18,-95.308299,32.085637
58,0.57,32.658594,1,-6.7694809e-18,-95.354715,32.658594
59,0.58,33.231552,1,-6.7694809e-18,-95.401131,33.231552
60,0.59,33.80451,1,-6.7694809e-18,-95.447547,33.80451
61,0.6,34.377468,1,-6.7694809e-18,-95.493963,34.377468
62,0.61,34.950426,1,-6.7694809e-18,-95.540378,34.950426
63,0.62,35.523383,1,-6.7694809e-18,-95.586794,35.523383
64,0.63,36.096341,1,-6.7694809e-18,-95.63321,36.096341
65,0.64,36.669299,1,-6.7694809e-18,-95.679626,36.669299
66,0.65,37.242257,1,-6.7694809e-18,-95.726042,37.242257
67,0.66,37.815214,1,-6.7694809e-18,-95.772458,37.815214
68,0.67,38.388172,1,-6.7694809e-18,-95.818874,38.388172
69,0.68,38.96113,1,-6.7694809e-18,-95.86529,38.96113
70,0.69,39.534088,1,-6.7694809e-18,-95.911706,39.534088
71,0.7,40.107046,1,-6.7694809e-18,-95.958121,40.107046
72,0.71,40.680003,1,-6.7694809e-18,-96.004537,40.680003
73,0.72,41.252961,1,-6.7694809e-18,-96.050953,41.252961
74,0.73,41.825919,1,-6.7694809e-18,-96.097369,41.825919
75,0.74,42.398877,1,-6.7694809e-18,-96.143785,42.398877
76,0.75,42.971835,1,-6.7694809e-18,-96.190201,42.971835
77,0.76,43.544792,1,-6.7694809e-18,-96.236617,43.544792
78,0.77,44.11775,1,-6.7694809e-18,-96.283033,44.11775
79,0.78,44.690708,1,-6.7694809e-18,-96.329449,44.690708
80,0.79,45.263666,1,-6.7694809e-18,-96.375864,45.263666
81,0.8,45.836624,1,-6.7694809e-18,-96.42228,45.836624
82,0.81,46.409581,1,-6.7694809e-18,-96.468696,46.409581
83,0.82,46.982539,1,-6.7694809e-18,-96.515112,46.982539
84,0.83,47.555497,1,-6.7694809e-18,-96.561528,47.555497
85,0.84,48.128455,1,-6.7694809e-18,-96.607944,48.128455
86,0.85,48.701413,1,-6.7694809e-18,-96.65436,48.701413
87,0.86,49.27437,1,-6.7694809e-18,-96.700776,49.27437
88,0.87,49.847328,1,-6.7694809e-18,-96.747192,49.847328
89,0.88,50.420286,1,-6.7694809e-18,-96.793607,50.420286
90,0.89,50.993244,1,-6.7694809e-18,-96.840023,50.993244
91,0.9,51.566202,1,-6.7694809e-18,-96.886439,51.566202
92,0.91,52.139159,1,-6.7694809e-18,-96.932855,52.139159
93,0.92,52.712117,1,-6.7694809e-18,-96.979271,52.712117
94,0.93,53.285075,1,-6.7694809e-18,-97.025687,53.285075
95,0.94,53.858033,1,-6.7694809e-18,-97.072103,53.858033
96,0.95,54.430991,1,-6.7694809e-18,-97.118519,54.430991
97,0.96,55.003948,1,-6.7694809e-18,-97.164935,55.003948
98,0.97,55.576906,1,-6.7694809e-18,-97.21135,55.576906
99,0.98,56.149864,1,-6.7694809e-18,-97.257766,56.149864
100,0.99,56.722822,1,-1.4410407e-17,-97.304182,56.722822
101,1,57.29578,1,-1.4410407e-17,-97.350598,57.29578
