No,TIME,Pos_PSI@Body1,Vel_RZ@Body1,Acc_RZ@Body1,TZ_RSDA@RotationalSpring1,Pos1_Relative@RevJoint1
1,0,0,0,54165374,1.5707963e+10,0
2,0.01,89.813658,76.852084,124795.43,32515188,89.813658
3,0.02,89.999994,-0.0019839698,-1.0601554,970.27104,89.999994
4,0.03,89.999989,1.9754921e-06,0.0011622778,1961.7128,89.999989
5,0.04,89.999989,3.2672067e-09,1.460777e-06,1961.3357,89.999989
6,0.05,89.999989,-8.9260518e-11,-2.7793866e-08,1961.331,89.999989
7,0.06,89.999989,-2.5016613e-11,-4.9816949e-09,1961.331,89.999989
8,0.07,89.999989,1.0764575e-13,1.4385616e-11,1961.331,89.999989
9,0.08,89.999989,-3.3298611e-15,-2.6031686e-12,1961.331,89.999989
10,0.09,89.999989,1.5367105e-14,3.7874157e-13,1961.331,89.999989
11,0.1,89.999989,-2.6788696e-15,-1.0768178e-12,1961.331,89.999989
12,0.11,89.999989,-1.9997071e-15,-3.1366177e-13,1961.331,89.999989
13,0.12,89.999989,6.3043647e-15,4.4905086e-13,1961.331,89.999989
14,0.13,89.999989,2.2228884e-14,1.2113183e-12,1961.331,89.999989
15,0.14,89.999989,1.2501394e-14,-2.4472662e-13,1961.331,89.999989
16,0.15,89.999989,-1.1773819e-14,-1.6999231e-12,1961.331,89.999989
17,0.16,89.999989,1.5947747e-14,1.2814634e-12,1961.331,89.999989
18,0.17,89.999989,6.9211126e-15,-1.7462117e-13,1961.331,89.999989
19,0.18,89.999989,1.661435e-14,5.8800879e-13,1961.331,89.999989
20,0.19,89.999989,6.5921807e-16,-8.6767255e-13,1961.331,89.999989
21,0.2,89.999989,3.4280047e-15,-1.0463841e-13,1961.331,89.999989
22,0.21,89.999989,1.3820469e-14,6.5795147e-13,1961.331,89.999989
23,0.22,89.999989,-1.4358412e-15,-7.9777017e-13,1961.331,89.999989
24,0.23,89.999989,2.031365e-15,-3.4776307e-14,1961.331,89.999989
25,0.24,89.999989,1.3121846e-14,7.2777331e-13,1961.331,89.999989
26,0.25,89.999989,-1.4368521e-15,-7.2798879e-13,1961.331,89.999989
27,0.26,89.999989,2.727558e-15,3.4964409e-14,1961.331,89.999989
28,0.27,89.999989,1.4514837e-14,7.9747338e-13,1961.331,89.999989
