No,TIME,Pos_PSI@Body1,Vel_RZ@Body1,Acc_RZ@Body1,TZ_RSDA@RotationalSpring1,Pos1_Relative@RevJoint1
1,0,0,1,0,57.079633,0
2,0.01,0.5729578,1,-1.4205506e-19,56.079633,0.5729578
3,0.02,1.1459156,1,-1.4205506e-19,55.079633,1.1459156
4,0.03,1.7188734,1,-1.4205506e-19,54.079633,1.7188734
5,0.04,2.2918312,1,-1.4205506e-19,53.079633,2.2918312
6,0.05,2.864789,1,-1.4205506e-19,52.079633,2.864789
7,0.06,3.4377468,1,3.675267e-18,51.079633,3.4377468
8,0.07,4.0107046,1,3.675267e-18,50.079633,4.0107046
9,0.08,4.5836624,1,3.675267e-18,49.079633,4.5836624
10,0.09,5.1566202,1,3.675267e-18,48.079633,5.1566202
11,0.1,5.729578,1,3.675267e-18,47.079633,5.729578
12,0.11,6.3025357,1,3.675267e-18,46.079633,6.3025357
13,0.12,6.8754935,1,-1.4225427e-19,45.079633,6.8754935
14,0.13,7.4484513,1,-1.4225427e-19,44.079633,7.4484513
15,0.14,8.0214091,1,-3.9598427e-18,43.079633,8.0214091
16,0.15,8.5943669,1,-3.9598427e-18,42.079633,8.5943669
17,0.16,9.1673247,1,-3.9598427e-18,41.079633,9.1673247
18,0.17,9.7402825,1,-1.4215292e-19,40.079633,9.7402825
19,0.18,10.31324,1,3.6755708e-18,39.079633,10.31324
20,0.19,10.886198,1,3.6755708e-18,38.079633,10.886198
21,0.2,11.459156,1,3.6755708e-18,37.079633,11.459156
22,0.21,12.032114,1,3.6755708e-18,36.079633,12.032114
23,0.22,12.605071,1,3.6755708e-18,35.079633,12.605071
24,0.23,13.178029,1,3.6755708e-18,34.079633,13.178029
25,0.24,13.750987,1,3.6755708e-18,33.079633,13.750987
26,0.25,14.323945,1,3.6755708e-18,32.079633,14.323945
27,0.26,14.896903,1,3.6755708e-18,31.079633,14.896903
28,0.27,15.46986,1,3.6755708e-18,30.079633,15.46986
29,0.28,16.042818,1,3.6755708e-18,29.079633,16.042818
30,0.29,16.615776,1,3.6755708e-18,28.079633,16.615776
31,0.3,17.188734,1,3.6755708e-18,27.079633,17.188734
32,0.31,17.761692,1,3.6755708e-18,26.079633,17.761692
33,0.32,18.334649,1,3.6755708e-18,25.079633,18.334649
34,0.33,18.907607,1,3.6755708e-18,24.079633,18.907607
35,0.34,19.480565,1,3.6755708e-18,23.079633,19.480565
36,0.35,20.053523,1,3.6755708e-18,22.079633,20.053523
37,0.36,20.626481,1,3.6755708e-18,21.079633,20.626481
38,0.37,21.199438,1,3.6755708e-18,20.079633,21.199438
39,0.38,21.772396,1,3.6755708e-18,19.079633,21.772396
40,0.39,22.345354,1,3.6755708e-18,18.079633,22.345354
41,0.4,22.918312,1,3.6755708e-18,17.079633,22.918312
42,0.41,23.49127,1,3.6755708e-18,16.079633,23.49127
43,0.42,24.064227,1,3.6755708e-18,15.079633,24.064227
44,0.43,24.637185,1,3.6755708e-18,14.079633,24.637185
45,0.44,25.210143,1,3.1982432e-18,13.079633,25.210143
46,0.45,25.783101,1,3.1982432e-18,12.079633,25.783101
47,0.46,26.356059,1,3.1982432e-18,11.079633,26.356059
48,0.47,26.929016,1,3.1982432e-18,10.079633,26.929016
49,0.48,27.501974,1,4.1529329e-18,9.0796327,27.501974
50,0.49,28.074932,1,4.1529329e-18,8.0796327,28.074932
51,0.5,28.64789,1,4.1529329e-18,7.0796327,28.64789
52,0.51,29.220848,1,4.1529329e-18,6.0796327,29.220848
53,0.52,29.793805,1,4.1529329e-18,5.0796327,29.793805
54,0.53,30.366763,1,4.1529329e-18,4.0796327,30.366763
55,0.54,30.939721,1,4.1529329e-18,3.0796327,30.939721
56,0.55,31.512679,1,4.1529329e-18,2.0796327,31.512679
57,0.56,32.085637,1,4.1529329e-18,1.0796327,32.085637
58,0.57,32.658594,1,6.0624666e-18,0.079632679,32.658594
59,0.58,33.231552,1,4.1529159e-18,-0.92036732,33.231552
60,0.59,33.80451,1,4.1529159e-18,-1.9203673,33.80451
61,0.6,34.377468,1,4.1529159e-18,-2.9203673,34.377468
62,0.61,34.950426,1,4.1529159e-18,-3.9203673,34.950426
63,0.62,35.523383,1,4.1529159e-18,-4.9203673,35.523383
64,0.63,36.096341,1,4.1529159e-18,-5.9203673,36.096341
65,0.64,36.669299,1,4.1529159e-18,-6.9203673,36.669299
66,0.65,37.242257,1,4.1529159e-18,-7.9203673,37.242257
67,0.66,37.815214,1,4.1529159e-18,-8.9203673,37.815214
68,0.67,38.388172,1,4.1529159e-18,-9.9203673,38.388172
69,0.68,38.96113,1,4.1529159e-18,-10.920367,38.96113
70,0.69,39.534088,1,4.1529159e-18,-11.920367,39.534088
71,0.7,40.107046,1,4.1529159e-18,-12.920367,40.107046
72,0.71,40.680003,1,4.1529159e-18,-13.920367,40.680003
73,0.72,41.252961,1,4.1529159e-18,-14.920367,41.252961
74,0.73,41.825919,1,4.1529159e-18,-15.920367,41.825919
75,0.74,42.398877,1,4.1529159e-18,-16.920367,42.398877
76,0.75,42.971835,1,4.1529159e-18,-17.920367,42.971835
77,0.76,43.544792,1,4.1529159e-18,-18.920367,43.544792
78,0.77,44.11775,1,4.1529159e-18,-19.920367,44.11775
79,0.78,44.690708,1,4.1529159e-18,-20.920367,44.690708
80,0.79,45.263666,1,4.1529159e-18,-21.920367,45.263666
81,0.8,45.836624,1,4.1529159e-18,-22.920367,45.836624
82,0.81,46.409581,1,4.1529159e-18,-23.920367,46.409581
83,0.82,46.982539,1,4.1529159e-18,-24.920367,46.982539
84,0.83,47.555497,1,4.1529159e-18,-25.920367,47.555497
85,0.84,48.128455,1,4.1529159e-18,-26.920367,48.128455
86,0.85,48.701413,1,4.1529159e-18,-27.920367,48.701413
87,0.86,49.27437,1,4.1529159e-18,-28.920367,49.27437
88,0.87,49.847328,1,4.1529159e-18,-29.920367,49.847328
89,0.88,50.420286,1,4.1529159e-18,-30.920367,50.420286
90,0.89,50.993244,1,4.1529159e-18,-31.920367,50.993244
91,0.9,51.566202,1,-3.4873572e-18,-32.920367,51.566202
92,0.91,52.139159,1,-3.4873572e-18,-33.920367,52.139159
93,0.92,52.712117,1,-3.4873572e-18,-34.920367,52.712117
94,0.93,53.285075,1,-3.4873572e-18,-35.920367,53.285075
95,0.94,53.858033,1,-3.4873572e-18,-36.920367,53.858033
96,0.95,54.430991,1,-3.4873572e-18,-37.920367,54.430991
97,0.96,55.003948,1,-3.4873572e-18,-38.920367,55.003948
98,0.97,55.576906,1,-3.4873572e-18,-39.920367,55.576906
99,0.98,56.149864,1,-1.1128101e-17,-40.920367,56.149864
100,0.99,56.722822,1,-1.1128101e-17,-41.920367,56.722822
101,1,57.29578,1,-1.1128101e-17,-42.920367,57.29578
